Ticker,Market Cap,PE Ratio (TTM),PE Ratio (Current),Dividend Yield,Beta,Payout Ratio,Return on Equity (ROE),Retention Ratio,EPS Growth (ROE x Retention),Sector
LH,22128496640,25.494745,25.119388729703914,1.1,0.974,0.2753,0.10509,0.7247,0.076158723,Health Care
LRCX,293283004416,48.045265,46.98765432098765,0.46,1.787,0.20120001,0.65565,0.79879999,0.5237332134435,Information Technology
LW,5636807680,14.655797,14.492753623188406,3.8,0.428,0.5362,0.23164,0.4638,0.107434632,Consumer Staples
LVS,36744527872,23.125534,22.523404255319146,1.98,0.888,0.4255,0.73263,0.5745,0.420895935,Consumer Discretionary
LDOS,21044322304,14.761884,14.876233183856503,1.0,0.617,0.1463,0.31034002,0.8537,0.264937275074,Industrials
LEN,23215724544,13.489928,13.028776978417266,2.21,1.403,0.2878,0.08076,0.7121999999999999,0.057517271999999994,Consumer Discretionary
LII,16752515072,20.958754,20.53005704256253,1.11,1.142,0.2216,0.75833,0.7784,0.590284072,Industrials
LLY,817912872960,39.83653,39.52484742807324,0.69,0.434,0.26139998,1.01159,0.73860002,0.7471603942318,Health Care
LIN,221444472832,32.731163,33.43493150684932,1.31,0.797,0.4107,0.17817,0.5892999999999999,0.10499558099999999,Materials
LYV,35571314688,,,0.0,1.145,0.0,0.36701,1.0,0.36701,Communication Services
LMT,144321642496,28.98211,29.15566914498141,2.15,0.197,0.62119997,0.76865,0.37880002999999995,0.29116464305949996,Industrials
L,22052642816,13.388959,13.249686323713927,0.24,0.588,0.031400003,0.09431,0.968599997,0.09134866571707001,Financials
LOW,131416907776,19.753372,18.940134907251267,2.14,0.935,0.40080002,,0.5991999800000001,,Consumer Discretionary
LULU,19209695232,12.358491,12.288301886792452,0.0,1.013,0.0,0.34013,1.0,0.34013,Consumer Discretionary
LYB,23318663168,,,6.55,0.674,11.468101,-0.06949,-10.468101,0.72742833849,Materials
MTB,29996732416,11.842354,11.655882352941177,3.03,0.588,0.3353,0.09797,0.6647000000000001,0.06512065900000001,Financials
MPC,69076779008,17.714664,17.575963718820862,1.64,0.708,0.2821,0.24193001,0.7179,0.173681554179,Energy
MAR,87190519808,34.63579,33.65894736842105,0.84,1.101,0.2776,,0.7223999999999999,,Consumer Discretionary
MRSH,85471207424,20.670996,20.90995260663507,2.04,0.731,0.4069,0.29352,0.5931,0.17408671199999998,Financials
MLM,34778341376,35.333336,34.35600490196079,0.59,1.149,0.1983,0.10159001,0.8017,0.08144471101699999,Materials
MAS,12275471360,15.619172,15.243523316062177,2.18,1.246,0.32119998,71.5,0.67880002,,Industrials
MA,449565491200,30.474894,30.025408348457347,0.7,0.836,0.184,2.09915,0.8160000000000001,,Financials
MTCH,7360668672,13.10084,13.050420168067227,2.48,1.341,0.3193,,0.6807000000000001,,Communication Services
MKC,14339970048,18.23208,18.167235494880543,3.61,0.574,0.6143,0.14243001,0.38570000000000004,0.054935254857,Consumer Staples
MCD,220841852928,25.897388,25.845188284518834,2.41,0.496,0.6,,0.4,,Consumer Discretionary
MCK,109027082240,25.500435,25.572748267898383,0.37,0.354,0.0883,,0.9117,,Health Care
MDT,111299985408,24.215084,24.06703910614525,3.3,0.729,0.79050004,0.0939,0.20949996000000004,0.019672046244000003,Health Care
MRK,285358522368,15.85412,15.684065934065934,2.98,0.264,0.45049998,0.36882,0.54950002,0.20266659737639997,Health Care
META,1522767101952,25.6057,25.251382390472138,0.35,1.279,0.08939999,0.30238,0.91060001,0.2753472310238,Communication Services
MET,45648011264,14.709129,14.556263269639066,3.31,0.745,0.4772,0.12020001,0.5227999999999999,0.062840565228,Financials
MTD,25269575680,29.423882,28.650808753568032,0.0,1.438,0.0,,1.0,,Health Care
MGM,10233024512,49.22921,46.53947368421052,0.0,1.396,0.0,0.1489,1.0,0.1489,Consumer Discretionary
MCHP,35022290944,,,2.89,1.447,3.1772,-0.010930001,-2.1772,0.0237967981772,Information Technology
MU,455209844736,19.04908,19.956583294006606,0.14,1.542,0.0217,0.39823002,0.9783,0.389588428566,Information Technology
MSFT,2842178355200,23.960213,23.92543859649123,0.95,1.108,0.21280001,0.34390998,0.78719999,0.2707259328169002,Information Technology
MAA,14760501248,32.534393,32.21957671957672,5.03,0.768,1.6032001,0.07645,-0.6032001,-0.046114647645000006,Real Estate
MRNA,20110919680,,,0.0,1.352,0.0,-0.28868,1.0,-0.28868,Health Care
MOH,6948894720,15.12668,15.628923766816143,0.0,0.5,0.0,0.11022,1.0,0.11022,Health Care
TAP,8278151168,,,4.64,0.449,0.35900003,-0.18172,0.64099997,-0.11648251454839999,Consumer Staples
MDLZ,73337528320,30.071428,29.740740740740744,3.56,0.366,1.0265,0.09332,-0.026499999999999968,-0.002472979999999997,Consumer Staples
MPWR,53126520832,84.30319,83.3086515978176,0.75,1.49,0.48520002,0.19173999,0.51479998,0.09870774301720021,Information Technology
MNST,72538775552,38.22165,37.98453608247423,0.0,0.437,0.0,0.26815,1.0,0.26815,Consumer Staples
MCO,78464999424,32.269764,31.85358711566618,0.95,1.442,0.2751,0.62078,0.7249,0.450003422,Financials
MS,261139496960,16.12353,15.830392156862747,2.48,1.207,0.3771,0.15614,0.6229,0.097259606,Financials
MOS,7550719488,13.9890585,13.876470588235295,3.73,0.946,0.5176,0.048249997,0.48240000000000005,0.023275798552800004,Materials
MSI,76267200512,35.886364,35.45062695924765,1.07,0.96,0.3514,1.04197,0.6486000000000001,0.6758217420000001,Information Technology
MSCI,40675962880,35.284256,35.22179732313575,1.48,1.301,0.4589,,0.5411,,Financials
NDAQ,49188401152,27.878641,27.947249190938514,1.25,1.035,0.3398,0.15253,0.6602,0.100700306,Financials
NTAP,20002113536,16.94463,16.96476510067114,2.06,1.349,0.349,1.12587,0.651,0.7329413699999999,Information Technology
NFLX,394919903232,36.79842,36.29249011857708,0.0,1.714,0.0,0.42762002,1.0,0.42762002,Communication Services
NEM,107325710336,15.391236,14.992175273865415,1.09,0.389,0.1565,0.22343999,0.8435,0.18847163156500002,Materials
NWSA,13992933376,31.636366,31.233766233766232,0.83,0.969,0.2597,0.06329,0.7403,0.046853586999999995,Communication Services
NWS,15180070912,35.75325,35.57142857142857,0.73,0.969,0.2597,0.06329,0.7403,0.046853586999999995,Communication Services
NEE,189115023360,27.505152,27.12121212121212,2.79,0.749,0.6867,0.083739996,0.3133,0.0262357407468,Utilities
NKE,78178893824,30.88298,30.625730994152047,3.13,1.286,0.9415,0.17950001,0.058499999999999996,0.010500750585,Consumer Discretionary
NI,21857003520,23.423077,23.08717948717949,2.67,0.616,0.5744,0.0907,0.4256,0.03860192,Utilities
NDSN,15024475136,29.117296,28.403243243243246,1.25,0.99,0.3463,0.17473,0.6537,0.11422100099999999,Industrials
NSC,64169644032,22.393566,22.02899686520376,1.92,1.303,0.42349997,0.19248,0.57650003,0.11096472577440002,Industrials
NTRS,26042408960,15.755721,15.530892448512587,2.32,1.266,0.3547,0.13492,0.6453,0.08706387600000001,Financials
NOC,99744202752,24.049553,24.327253957329667,1.31,0.007,0.3091,0.26167,0.6909000000000001,0.18078780300000002,Industrials
NCLH,9268075520,22.11413,20.59782608695652,0.0,2.044,0.0,0.23285,1.0,0.23285,Consumer Discretionary
NRG,32227024896,37.841644,36.359102244389035,1.3,1.265,0.4389,0.41548002,0.5610999999999999,0.23312583922199998,Utilities
NUE,36903456768,21.44282,21.087765957446813,1.41,1.768,0.29389998,0.09361,0.70610002,0.0660980228722,Materials
NVDA,4261638569984,35.783672,35.291836734693874,0.02,2.375,0.0082,1.01485,0.9918,,Information Technology
NVR,18616367104,15.027206,14.59862479944992,0.0,1.036,0.0,0.33185002,1.0,0.33185002,Consumer Discretionary
NXPI,49225830400,24.534634,24.102015113350124,2.12,1.44,0.5102,0.20698999,0.4898,0.10138369710200001,Information Technology
ORLY,75222335488,30.005049,29.39393939393939,0.0,0.599,0.0,,1.0,,Consumer Discretionary
OXY,59481743360,44.674076,44.97037037037037,1.71,0.351,0.7111,0.05929,0.28890000000000005,0.017128881000000002,Energy
ODFL,39695245312,39.223137,38.0,0.63,1.219,0.2314,0.2393,0.7686,0.18392598,Industrials
OMC,23777746944,,,4.26,0.71,0.413,0.00479,0.587,0.0028117299999999997,Communication Services
ON,24128620544,206.77586,204.3448275862069,0.0,1.53,0.0,0.01498,1.0,0.01498,Information Technology
OKE,56277463040,16.487085,16.45940959409594,4.66,0.88,0.7601,0.15489,0.2399,0.037158111,Energy
ORCL,438208790528,27.354578,26.872531418312388,1.34,1.648,0.35909998,0.57572,0.64090002,0.3689789595144,Information Technology
OTIS,31083737088,22.788572,22.725714285714286,2.11,0.986,0.4714,,0.5286,,Industrials
PCAR,59809976320,25.217295,24.669623059866964,1.19,1.046,0.2927,0.12922,0.7073,0.09139730600000001,Industrials
PKG,18950520832,24.547203,23.628205128205128,2.47,0.896,0.5828,0.17198,0.4172,0.071750056,Materials
PLTR,376234475520,249.69841,239.1746031746032,0.0,1.739,0.0,0.25983,1.0,0.25983,Information Technology
PANW,133554716672,91.43575,91.03351955307262,0.0,0.822,0.0,0.16259001,1.0,0.16259001,Information Technology
PSKY,10077932544,302.16666,305.0,2.18,1.259,6.6667,-0.00863,-5.6667,0.048903621,Communication Services
PH,115368534016,33.396145,32.67848008768725,0.8,1.218,0.2565,0.25781,0.7435,0.191681735,Industrials
PAYX,33584994304,21.16742,20.93891402714932,4.67,0.889,0.9548,0.40884998,0.04520000000000002,0.018480019096000007,Industrials
PAYC,6909935104,15.575495,15.448019801980196,1.2,0.812,0.1856,0.27417,0.8144,0.223284048,Industrials
PYPL,42385035264,8.373383,8.134935304990757,1.27,1.459,0.025899999,0.25732002,0.974100001,0.25065543173932003,Financials
PNR,14520763392,22.57888,22.00763358778626,1.2,1.212,0.2545,0.17478001,0.7455,0.13029849745500002,Industrials
PEP,205347127296,25.029999,25.006666666666664,3.79,0.375,0.9371,0.42848,0.06289999999999996,0.026951391999999984,Consumer Staples
PFE,152248860672,19.680147,19.830882352941174,6.38,0.412,1.2647,0.08886,-0.26469999999999994,-0.023521241999999994,Health Care
PCG,38046822400,14.669492,14.677966101694917,1.15,0.308,0.105900005,0.08207,0.894099995,0.07337878658965001,Utilities
PM,254750605312,22.54132,22.46694214876033,3.6,0.395,0.7765,,0.22350000000000003,,Consumer Staples
PSX,71067942912,16.435589,16.262279888785915,2.9,0.871,0.4402,0.15427,0.5598000000000001,0.086360346,Energy
PNW,11836638208,19.386139,19.26138613861386,3.74,0.492,0.7119,0.09059,0.2881,0.026098979000000005,Utilities
PNC,82326388736,12.281061,12.165862484921593,3.37,0.974,0.3978,0.12158,0.6022000000000001,0.073215476,Financials
POOL,7552705024,18.67035,18.447513812154696,2.5,1.247,0.4562,0.33058998,0.5438000000000001,0.17977483112400003,Consumer Discretionary
PPG,22561142784,14.567919,14.04913294797688,2.92,1.123,0.4017,0.21077,0.5983,0.12610369100000002,Materials
PPL,27700680704,23.188679,22.987421383647796,3.12,0.689,0.6855,0.08157,0.3145,0.025653765000000002,Utilities
PFG,18983745536,16.45905,16.20380952380952,3.68,0.876,0.58669996,0.10524,0.41330004,0.0434956962096,Financials
PG,337287348224,21.34963,21.374814814814815,2.93,0.34,0.6188,0.31562,0.3812,0.120314344,Consumer Staples
PGR,119899529216,10.647212,10.718002081165453,6.75,0.29,0.7228,0.40448,0.2772,0.112121856,Financials
PLD,122520510464,37.023876,35.95786516853932,3.34,1.416,1.1348001,0.06127,-0.1348001000000001,-0.008259202127000004,Real Estate
PRU,32840761344,9.446447,9.312312312312311,5.86,0.966,0.5405,0.11359999,0.4595,0.052199195405,Financials
PEG,39782572032,18.886255,18.824644549763033,3.37,0.582,0.59720004,0.12757,0.40279995999999996,0.05138519089719999,Utilities
PTC,17866076160,22.111929,22.063328424153166,0.0,1.042,0.0,0.23141001,1.0,0.23141001,Information Technology
PSA,47973949440,30.331854,29.498335183129853,4.52,0.965,1.3319,0.18763,-0.3319000000000001,-0.062274397000000016,Real Estate
PHM,22803361792,10.672662,10.301258992805757,0.91,1.298,0.08270001,0.17673999,0.91729999,0.16212359105960011,Consumer Discretionary
PWR,85363113984,84.1497,81.91592920353982,0.08,1.109,0.060300004,0.12739,0.939699996,0.11970838249044,Industrials
QCOM,136442765312,25.756048,26.18951612903226,2.74,1.267,0.7097,0.2148,0.2903,0.06235644,Information Technology
DGX,21923088384,22.522858,22.31542857142857,1.76,0.63,0.36,0.14751,0.64,0.0944064,Health Care
Q,23841361920,34.45909,32.60303030303031,0.13,,0.0182,0.079840004,0.9818,0.07838691592720001,Information Technology
RL,20657240064,23.157715,22.424881033310673,1.11,1.488,0.24229999,0.33846,0.75770001,0.25645114538459995,Consumer Discretionary
RJF,28638070784,14.190312,14.071428571428571,1.5,1.007,0.19940001,0.17124,0.80059999,0.13709474228760002,Financials
RTX,266314465280,39.971718,40.03232323232323,1.37,0.406,0.53830004,0.109519996,0.46169996,0.05056537777240016,Industrials
O,57194659840,52.239403,52.0940170940171,5.3,0.774,2.7547,0.02702,-1.7547000000000001,-0.047411994,Real Estate
REG,14157119488,26.882978,26.549645390070925,4.03,0.926,1.0177,0.07683,-0.01770000000000005,-0.0013598910000000037,Real Estate
REGN,77917085696,17.767962,17.66803278688525,0.51,0.397,0.0849,0.14864999,0.9151,0.136029605849,Health Care
RF,22535813120,11.173957,11.02608695652174,4.12,1.041,0.44779998,0.1165,0.55220002,0.06433130233,Financials
RSG,67535937536,31.895466,32.06140350877193,1.14,0.521,0.3518,0.18301001,0.6482,0.118627088482,Industrials
RMD,33242363904,22.548515,22.375247524752478,1.06,0.887,0.2235,0.25676,0.7765,0.19937413999999998,Health Care
RVTY,9715708928,42.184467,41.71844660194174,0.33,1.107,0.1359,0.03216,0.8641,0.027789456,Health Care
HOOD,64957251584,35.19512,34.580487804878054,0.0,2.479,0.0,0.21993999,1.0,0.21993999,Financials
ROK,40430972928,41.144165,40.630434782608695,1.55,1.522,0.6069,0.23736,0.3931,0.093306216,Industrials
ROL,25738434560,49.08257,48.86238532110091,1.37,0.796,0.6228,0.38944,0.3772,0.14689676799999998,Industrials
ROP,38249500672,25.060297,24.942172073342736,1.03,0.927,0.2324,0.07929,0.7676000000000001,0.060863004000000005,Information Technology
ROST,69461827584,32.31165,31.950075642965203,0.84,0.98,0.2451,0.36678,0.7549,0.276882222,Consumer Discretionary
RCL,75396956160,17.711082,16.889814221652784,1.61,1.926,0.2242,0.47731,0.7758,0.37029709800000005,Consumer Discretionary
SPGI,129531781120,29.219944,28.991120218579233,0.91,1.221,0.2619,0.13087,0.7381,0.09659514699999999,Financials
CRM,181628076032,24.85128,25.04871794871795,0.9,1.307,0.2133,0.123959996,0.7867,0.0975193288532,Information Technology
SNDK,101166415872,,,0.0,,0.0,-0.09372,1.0,-0.09372,Information Technology
SBAC,18063665152,17.428133,17.75229357798165,2.87,0.833,0.45310003,,0.54689997,,Real Estate
SLB,74103447552,21.006384,19.842553191489362,2.53,0.709,0.48509997,0.13904001,0.51490003,0.07159170532020029,Energy
STX,89290915840,45.08767,46.519230769230774,0.72,1.648,0.32770002,,0.67229998,,Information Technology
SRE,60814221312,33.850906,33.35272727272727,2.87,0.7,0.9382,0.051909998,0.061799999999999966,0.003208037876399998,Utilities
NOW,116403372032,66.05988,66.09580838323353,0.0,1.019,0.0,0.15488,1.0,0.15488,Information Technology
SHW,77777739776,30.595028,29.58382066276803,1.05,1.244,0.308,0.59391,0.692,0.41098572,Materials
SPG,59944132608,13.018349,13.021877205363445,4.69,1.397,0.6034,1.04109,0.39659999999999995,0.412896294,Real Estate
SWKS,8229195776,20.967434,20.85823754789272,5.22,1.297,1.0805,0.06485,-0.08050000000000002,-0.005220425000000002,Information Technology
SJM,10515259392,,,4.43,0.176,0.8606,-0.20683001,0.13939999999999997,-0.028832103393999994,Consumer Staples
SW,20035411968,28.734585,27.225563909774436,5.0,1.004,1.2955999,0.03911,-0.2955999,-0.011560912089000001,Materials
SNA,19017588736,19.027082,18.588541666666668,2.73,0.749,0.4617,0.18327999,0.5383,0.098659618617,Industrials
SOLV,11493911552,7.4605856,7.407657657657657,0.0,,0.0,0.38861,1.0,0.38861,Health Care
SO,105446653952,24.030611,23.823979591836736,3.17,0.41,0.75,0.11043,0.25,0.0276075,Utilities
LUV,21032695808,51.48101,49.88607594936708,1.83,1.094,0.9114,0.04812,0.08860000000000001,0.004263432000000001,Industrials
SWK,10800948224,26.24717,25.38867924528302,4.93,1.149,1.2452999,0.04522,-0.24529990000000002,-0.011092461478000002,Industrials
SBUX,107379023872,78.541664,77.125,2.68,0.928,2.0417,,-1.0417,,Consumer Discretionary
STT,34432241664,13.114363,12.975531914893617,2.75,1.416,0.3404,0.11078,0.6596,0.073070488,Financials
STLD,24426713088,20.966166,20.545112781954884,1.24,1.395,0.25030002,0.13284001,0.7496999799999999,0.0995901528401998,Materials
STE,21701285888,30.838215,30.687587168758718,1.12,1.036,0.33470002,0.10468,0.66529998,0.0696436019064,Health Care
SYK,127377088512,39.671967,40.00834326579261,1.05,0.869,0.4048,0.15079,0.5952,0.089750208,Health Care
SMCI,12976414720,15.773723,14.985401459854014,0.0,1.487,0.0,0.13193,1.0,0.13193,Information Technology
SYF,24174686208,7.232759,7.132543103448276,1.81,1.412,0.123900004,0.21304001,0.876099996,0.18664435190883996,Financials
SNPS,83314163712,66.80799,64.56528417818741,0.0,1.156,0.0,0.055430003,1.0,0.055430003,Information Technology
SYY,39363313664,22.153639,21.921832884097036,2.66,0.595,0.5741,0.82345,0.42589999999999995,0.35070735499999994,Consumer Staples
TMUS,232917827584,21.445932,21.469618949536557,1.96,0.412,0.3765,0.18177,0.6234999999999999,0.11333359499999998,Communication Services
TROW,19196956672,9.527057,9.327922077922077,6.03,1.553,0.5498,0.18791,0.45020000000000004,0.084597082,Financials
TTWO,36953612288,,,0.0,0.958,0.0,-0.86217004,1.0,-0.86217004,Communication Services
TPR,29682399232,56.217052,54.604651162790695,1.14,1.597,0.5814,0.55337,0.41859999999999997,0.231640682,Consumer Discretionary
TRGP,51565862912,28.222942,27.930588235294117,1.68,0.853,0.44169998,0.51381,0.55830002,0.2868601332762,Energy
TGT,52051222528,14.137761,13.931119311193111,4.03,1.105,0.556,0.24034001,0.44399999999999995,0.10671096443999999,Consumer Staples
TEL,58577940480,28.796537,28.259740259740262,1.49,1.245,0.40060002,0.16097,0.59939998,0.0964854147806,Information Technology
TDY,29134266368,33.351803,32.6712619300106,0.0,0.975,0.0,0.08926,1.0,0.08926,Information Technology
TER,47825494016,88.29046,84.05491329479769,0.18,1.801,0.1383,0.19734,0.8617,0.17004787799999999,Information Technology
TSLA,1419732320256,353.59802,343.8878504672897,0.0,1.926,0.0,0.049250003,1.0,0.049250003,Consumer Discretionary
TXN,173197443072,34.904587,34.34678899082569,3.03,0.979,1.0092,0.30148,-0.009200000000000097,-0.0027736160000000295,Information Technology
TPL,36375977984,75.80962,74.62787356321839,0.46,0.731,0.3061,0.37152,0.6939,0.257797728,Energy
TXT,15705098240,17.612307,17.337890625,0.09,0.935,0.0156,0.12242,0.9844,0.12051024800000001,Industrials
TMO,177228627968,26.893038,26.741262683201807,0.37,0.971,0.096999995,0.13024001,0.903000005,0.11760672968120003,Health Care
TJX,174258388992,32.150925,31.823408624229977,1.1,0.736,0.3388,0.59129,0.6612,0.390960948,Consumer Discretionary
TKO,15486934016,86.82743,83.35398230088497,1.66,0.167,1.0177,0.056339998,-0.01770000000000005,-0.0009972179646000028,Communication Services
TTD,11368712192,26.538889,26.788888888888888,0.0,1.19,0.0,0.16317,1.0,0.16317,Communication Services
TSCO,24170049536,22.291262,22.21844660194175,2.1,0.698,0.4466,0.45183998,0.5534,0.250048244932,Consumer Discretionary
TT,94269014016,32.378902,31.253617669459253,1.02,1.188,0.2861,0.36956,0.7139,0.263828884,Industrials
TDG,66272010240,37.75756,37.882561132561136,0.0,0.918,0.0,,1.0,,Industrials
TRV,66015621120,10.78535,10.809037900874635,1.48,0.502,0.1586,0.20698999,0.8414,0.174161377586,Financials
TRMB,15944272896,38.076706,37.335227272727266,0.0,1.574,0.0,0.07322,1.0,0.07322,Information Technology
TFC,57239875584,11.71335,11.56020942408377,4.71,0.861,0.5445,0.08236,0.4555,0.03751498,Financials
TYL,15091723264,48.694866,48.57142857142857,0.0,0.934,0.0,0.08901,1.0,0.08901,Information Technology
TSN,20966303744,106.33929,103.89285714285714,3.51,0.441,3.5893,0.012560001,-2.5893,-0.032521610589300004,Consumer Staples
USB,80372678656,11.19697,11.093073593073592,4.02,1.041,0.4416,0.12184,0.5584,0.06803545600000001,Financials
UBER,155484045312,15.820296,15.621564482029598,0.0,1.215,0.0,0.39925998,1.0,0.39925998,Industrials
UDR,12981342208,30.513273,30.185840707964605,5.1,0.691,1.5177001,0.09378,-0.5177001000000001,-0.04854991537800001,Real Estate
ULTA,23405625344,20.350878,20.661598440545813,0.0,0.847,0.0,0.43595,1.0,0.43595,Consumer Discretionary
UNP,141764198400,19.941988,19.609348914858096,2.35,0.952,0.4541,0.40377,0.5459,0.22041804300000004,Industrials
UAL,30324537344,9.183333,8.818627450980394,0.0,1.247,0.0,0.23987,1.0,0.23987,Industrials
UPS,83186491392,14.934451,14.612804878048781,6.84,1.054,1.0,0.33772,0.0,0.0,Industrials
URI,46521274368,18.95075,18.41550025920166,1.11,1.654,0.18540001,0.28357,0.81459999,0.23099611916430002,Industrials
UNH,245562621952,20.44898,20.83068783068783,3.21,0.38,0.65989995,0.12538,0.34010005,0.042641744269,Health Care
UHS,11567059968,8.1971855,8.044155844155844,0.43,1.261,0.0346,0.21326,0.9654,0.205881204,Health Care
VLO,72325382144,31.282982,31.643799472295516,2.0,0.734,0.5971,0.08299,0.40290000000000004,0.033436671,Energy
VTR,39450611712,153.8148,152.77777777777777,2.52,0.76,3.5556,0.0217,-2.5556,-0.05545652,Real Estate
VLTO,22076116992,23.646278,23.5718085106383,0.59,1.106,0.1223,0.36498,0.8777,0.320342946,Industrials
VRSN,22304546816,27.311008,27.330306469920544,1.35,0.765,0.2622,,0.7378,,Information Technology
VRSK,27882876928,30.873457,31.134259259259256,0.99,0.797,0.2778,4.3794603,0.7222,,Industrials
VZ,213014151168,12.439655,12.310344827586208,5.66,0.281,0.5037,0.17069,0.49629999999999996,0.084713447,Communication Services
VRTX,115100098560,29.617647,29.67875816993464,0.0,0.315,0.0,0.22541,1.0,0.22541,Health Care
VTRS,15393403904,,,3.64,0.796,9.6,-0.21080999,-8.6,,Health Care
VICI,29081845760,10.423372,10.279693486590038,6.64,0.699,0.67620003,0.10217,0.32379997000000005,0.03308264293490001,Real Estate
V,590057242624,28.736153,28.32112676056338,0.89,0.791,0.2291,0.53954,0.7709,0.415931386,Financials
VST,51306651648,69.461006,66.98165137614679,0.62,1.45,0.41349998,0.17656,0.58650002,0.1035524435312,Utilities
VMC,34848866304,32.401104,31.74447174447174,0.8,1.059,0.24049999,0.12972,0.75950001,0.0985223412972,Materials
WRB,25050996736,14.813483,14.773033707865167,0.55,0.336,0.0787,0.19700001,0.9213,0.181496109213,Financials
GWW,50471219200,30.070562,29.408693197854927,0.87,1.092,0.2494,0.46098998,0.7505999999999999,0.346019078988,Industrials
WAB,41359671296,35.473606,34.61290322580645,0.45,0.979,0.1464,0.11096,0.8536,0.094715456,Industrials
WMT,961790672896,44.190475,43.5970695970696,0.83,0.657,0.3443,0.21847,0.6557,0.143250779,Consumer Staples
DIS,174119993344,14.460236,14.65537555228277,1.51,1.443,0.1841,0.12024,0.8159,0.098103816,Communication Services
WBD,68091441152,94.63793,94.55172413793105,0.0,1.675,0.0,0.02078,1.0,0.02078,Communication Services
WM,91900059648,33.956783,34.46199701937407,1.48,0.533,0.4925,0.29696,0.5075000000000001,0.1507072,Industrials
WAT,29537001472,27.981876,27.787174721189594,0.0,1.203,0.0,0.29279,1.0,0.29279,Health Care
WEC,36615770112,23.384617,23.322245322245326,3.4,0.534,0.7422,0.11576,0.25780000000000003,0.029842928000000005,Utilities
WFC,246732046336,12.55591,12.396166134185304,2.32,1.071,0.2716,0.11732,0.7283999999999999,0.085455888,Financials
WELL,137785196544,140.04965,138.9645390070922,1.51,0.813,1.9858999,0.025390001,-0.9858998999999999,-0.025031999446899898,Real Estate
WST,17474744320,35.756634,34.96017699115044,0.37,1.179,0.1252,0.16855,0.8748,0.14744754000000002,Health Care
WDC,98718285824,27.290642,27.703213610586012,0.17,1.853,0.0307,0.41126,0.9693,0.39863431800000004,Information Technology
WY,16745601024,51.622223,49.93333333333333,3.74,1.032,1.8666999,0.03384,-0.8666999,-0.029329124616,Real Estate
WSM,21853833216,20.205297,19.69315673289183,1.7,1.558,0.2811,0.51523995,0.7189,0.370406000055,Consumer Discretionary
WMB,89748242432,34.331776,33.836448598130836,2.9,0.649,0.9346,0.18555,0.06540000000000001,0.012134970000000002,Energy
WTW,27928434688,17.949846,17.923076923076923,1.32,0.622,0.22629999,0.20076,0.77370001,0.1553280140076,Financials
WDAY,35814027264,52.78101,52.697674418604656,0.0,1.167,0.0,0.08231,1.0,0.08231,Information Technology
WYNN,10713022464,32.71656,31.840764331210192,1.0,1.034,0.3185,,0.6815,,Consumer Discretionary
XEL,48213196800,22.59649,22.44736842105263,3.09,0.426,0.6667,0.09358,0.33330000000000004,0.031190214000000004,Utilities
XYL,29430538240,30.9156,30.803069053708438,1.43,1.169,0.4082,0.08396,0.5918,0.049687528,Industrials
YUM,44031578112,28.573874,28.18198198198198,1.92,0.639,0.5117,,0.48829999999999996,,Consumer Discretionary
ZBRA,10541884416,25.438862,24.892420537897312,0.0,1.679,0.0,0.116809994,1.0,0.116809994,Information Technology
ZBH,17378541568,24.70141,24.752112676056342,1.09,0.591,0.27040002,0.05599,0.7295999799999999,0.040850302880199994,Health Care
ZTS,50626834432,19.114807,19.246256239600665,1.83,0.954,0.33220002,0.65992,0.6677999800000001,0.4406945628016,Health Care
